part_number,name_en,category,years,engines,confidence,audit_status,occurrence_count,source_count,first_evidence
17342-01A00,"Seal-O Ring,Fuel Gauge",fuel,"1988,1989,1990,1991,1992,1993","RB30S,TB42S,TD42",97,مدقق آليًا بدرجة عالية,10,7,"01 (K+HK).TB42S +(W+HW).TB42S +HV.TB42S 10.1991 - 08.1993 17342 1734201A00 SEAL-O RING,FUEL GAUGE ﺻﻮﻓﺔ/ﻣﺎﻧﻊ ﺗسربO ﺷﻨﺒﺮ,وﻗﻮد GAUGE 01 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993"
17351-H1801,Connector,general,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,W.5P +W.6P +HW.5P CUT USE L=160 | 08.1987 - 10.1991 17530 17351H1801 CONNECTOR ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
17370-79901,Valve Assy-Fuel Check,engine,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 17330 1737079901 VALVE ASSY-FUEL CHECK ﺻﻤﺎم ﻣﺠﻤﻮﻋﺔ-وﻗﻮدCHECK 01 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 17336A 17386M7001 CLAMP
17386-M7001,Clamp,engine,"1988,1989,1990,1991,1992,1993","RB30S,TB42S,TD42",97,مدقق آليًا بدرجة عالية,10,7,17330 1737079901 VALVE ASSY-FUEL CHECK ﺻﻤﺎم ﻣﺠﻤﻮﻋﺔ-وﻗﻮدCHECK 01 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 17336A 17386M7001 CLAMP ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 (K+HK+W+HW+HV). (TB42S+TD42)
17506-06J00,Tube-Fuel Feed,fuel,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,W 10.1994 - ... 17502P 1750606J00 TUBE-FUEL FEED ﻣﺎﺳﻮﺭﺓ-ﻭﻗﻮﺩ 01
17506-06J02,Tube-Fuel Feed,fuel,"1991,1992,1993","TB42S,TD42",77,مدقق آليًا,6,4,اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 17502P 1750606J02 TUBE-FUEL FEED TUBE-وﻗﻮدFEED 01 (W+HW+HV).ME.TB42S + (W+HW+HV).TD42
17506-20J11,Tube-Fuel Feed,fuel,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S 08.1993 - 10.1994 17502P 1750620J11 TUBE-FUEL FEED ﻣﺎﺳﻮﺭﺓ-ﻭﻗﻮﺩ 01
17506-20J12,Tube-Fuel Feed,fuel,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,W.5P +W.6P +HW.5P 08.1987 - 09.1988 17502P 1750620J12 TUBE-FUEL FEED ﻣﺎﺳﻮﺭﺓ-ﻭﻗﻮﺩ 01
17510-06J00,Tube-Fuel Return,fuel,"1988,1989,1990,1991","RB30S,TD42",85,مدقق آليًا بدرجة عالية,4,4,(W.5P+W.6P+HW.5P).TD42 +(W.5P+W.6P).RB30S 09.1988 - 08.1989 17510 1751006J00 TUBE-FUEL RETURN ﻣﺎﺳﻮﺭﺓ-ﻭﻗﻮﺩ 01
17510-06J01,Tube-Fuel Return,fuel,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,W.5P +W.6P +HW.5P 08.1989 - 10.1991 17510 1751006J01 TUBE-FUEL RETURN ﻣﺎﺳﻮﺭﺓ-ﻭﻗﻮﺩ 01
17510-06J02,Tube-Fuel Return,fuel,"1988,1989,1990,1991,1992,1993","RB30S,TB42S,TD42",97,مدقق آليًا بدرجة عالية,10,7,(ME.2S/S.3S/F+ME.2S/S.3S/S).TB 42S L=370S/#A4911-B8200 17510 1751006J02 TUBE-FUEL RETURN TUBE-وﻗﻮدRETURN 01 (W+HW+HV).ME.TB42S + (W+HW+HV).TD42
17522-01J10,Tube-Fuel,fuel,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,(W.5P+W.6P).RB30S 09.1988 - 10.1991 17502M 1752201J10 TUBE-FUEL ﻣﺎﺳﻮﺭﺓ-ﻭﻗﻮﺩ 01
17523-01J10,Tube Assy-Fuel,fuel,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,W.5P +W.6P +HW.5P 08.1987 - 10.1991 17505A 1752301J10 TUBE ASSY-FUEL ﻣﺎﺳﻮﺭﺓ ﻣﺠﻤﻮﻋﺔ-ﻭﻗﻮﺩ 01
17523-01J11,Tube Assy-Fuel,fuel,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,W.5P +W.6P +HW.5P 08.1987 - 04.1990 17505A 1752301J11 TUBE ASSY-FUEL ﻣﺎﺳﻮﺭﺓ ﻣﺠﻤﻮﻋﺔ-ﻭﻗﻮﺩ 01
17550-01A00,"Hose-Fuel,In Tank Pump",fuel,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,"RB30S CUT USE L=230 | 08.1989 - 10.1991 17042X 1755001A00 HOSE-FUEL,IN TANK PUMP ﻟﻲ-ﻭﻗﻮﺩ 01"
17551-21J00,Hose-Fuel,fuel,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,(W.5P+W.6P).RB30S 09.1988 - 10.1991 17010G 1755121J00 HOSE-FUEL ﻟﻲ-ﻭﻗﻮﺩ 01
17553-01J00,Hose-Fuel,fuel,"1991,1992","TB42S,TD42",77,مدقق آليًا,4,3,02 (W+HW+HV).TB42S + (W+HW+HV).TD42 10.1991 - 03.1992 17010G 1755301J00 HOSE-FUEL ﻟﻲ-وﻗﻮد 01 (W+HW+HV).TB42S 10.1991 - 05.1992 17509 3219701J01 TUBE-BREATHER
17555-21J00,Hose-Fuel,fuel,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,Specifications ﺍﻟﻤﻮﺍﺻﻔﺎﺕ 17501G 1755521J00 HOSE-FUEL ﻟﻲ-ﻭﻗﻮﺩ 01
17555-21J10,Hose-Fuel,fuel,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,8,4,(W.5P+W.6P).RB30S 09.1988 - 10.1991 17501G 1755521J10 HOSE-FUEL ﻟﻲ-ﻭﻗﻮﺩ 01
17557-M7300,Clip,general,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,*K.5P.RB30S +*W.5P.RB30S +*W.6P.RB30S F/AIR CON-STD TYPE | 09.1988 - 10.1991 27181F 17557M7300 CLIP ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 03
17561-07J00,"Insulator-Fuel Tube,No 4",fuel,"1988,1989,1990,1991,1992,1993,1994","TB42S,TD42",100,مدقق آليًا بدرجة عالية,12,8,"01 (W+HW+HV).TB42S + (W+HW+HV).TD42 10.1991 - 12.1993 17564 1756107J00 INSULATOR-FUEL TUBE,NO 4 INSULATOR-وﻗﻮدTUBE,NO 4 02 (W+HW+HV).TB42S + (W+HW+HV).TD42"
17561-20J00,"Insulator-Fuel Tube,No 4",fuel,"1988,1989,1990,1991",,80,مدقق آليًا,4,4,"W.5P +W.6P +HW.5P 08.1987 - 10.1991 17564 1756120J00 INSULATOR-FUEL TUBE,NO 4 NO 4 02"
17571-01J00,Clip-Vacuum Hose,general,"1991,1992,1993",TB42S,77,مدقق آليًا,24,4,اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 47214G 1757101J00 CLIP-VACUUM HOSE CLIP-VACUUM ﻟﻲ 02 (K+W).ME.TB42S.(GL+SGL).MT.F5 +HW.ME.TB42S.GL
17571-06A02,"Clip-Tube,Differential Lock",suspension,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",,95,مدقق آليًا بدرجة عالية,26,12,"*W.(DX+SGL) +*HW.DX F/RR DIFF LOCK F/4WHL DISC | 10.1991 - 08.1993 38493F 1757106A02 CLIP-TUBE,DIFFERENTIAL LOCK ﺩﻓﺮﻧﺲ ﻗﻔﻞ 03"
17571-06J01,"Clip-Fuel Tube,No 1",fuel,"1988,1989,1990,1991,1992,1993","RB30S,TB42S,TD42",97,مدقق آليًا بدرجة عالية,10,7,"اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 17551 1757106J01 CLIP-FUEL TUBE,NO 1 CLIP-وﻗﻮدTUBE,NO 1 01 (W+HW+HV).TB42S + (W+HW+HV).TD42"
18010-01J00,Lever Assy-Accel Pedal,general,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S 09.1988 - 10.1991 18010 1801001J00 LEVER ASSY-ACCEL PEDAL ACCEL PEDAL 01
18010-01J05,Lever Assy-Accel Pedal,general,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S 09.1988 - 10.1991 18010 1801001J05 LEVER ASSY-ACCEL PEDAL ACCEL PEDAL 01
18017-01A01,Pad-Accelerator Pedal,brake,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,089111062G ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 18110F 1801701A01 PAD-ACCELERATOR PEDAL ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
18021-89900,Bracket-Pedal Lever,body,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S 08.1993 - ... 18021 1802189900 BRACKET-PEDAL LEVER ﺣﺎﻣﻞ 01
18158-01J00,Cover Assy-Bell Crank,engine,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S 08.1993 - ... 18125 1815801J00 COVER ASSY-BELL CRANK ﻏﻄﺎﺀ ﻣﺠﻤﻮﻋﺔ 01
18201-21J00,Wire Assy-Accelerator,general,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S 08.1993 - ... 18150 1820121J00 WIRE ASSY-ACCELERATOR ACCELERATOR 01
18215-89903,Spring-Pedal Rod,suspension,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,8,4,RB30S 09.1988 - 10.1991 18120 1821589903 SPRING-PEDAL ROD ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
18316-S3260,Insulator,general,"1988,1989,1990,1991,1992,1993","RB30S,TB42S",97,مدقق آليًا بدرجة عالية,26,7,10.1991 - 08.1993 083636305C 083636305C ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 49742F 18316S3260 INSULATOR ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 ME.TB42S.SGL+ (K+W+HW).ME.TB42S.GL+
18415-31W10,Knob-Throttle Control,interior,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S 09.1988 - 10.1991 18525 1841531W10 KNOB-THROTTLE CONTROL ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
18418-05J00,Bracket-Wire Clamp,electrical,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S 08.1993 - ... 18920E 1841805J00 BRACKET-WIRE CLAMP ﺣﺎﻣﻞ 01
18450-05J00,Wire Assy-Engine Control,engine,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,083636302G ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 18450 1845005J00 WIRE ASSY-ENGINE CONTROL CONTROL 01
18457-16A00,Grommet,general,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,0092250610 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 18440 1845716A00 GROMMET ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
18472-01J00,Grommet,general,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S F/HAZARD SW | 08.1993 - 08.1995 18440 1847201J00 GROMMET ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
20020-33J00,"Tube Assy-Exhaust,Front",general,"1991,1992,1993",TB42S,77,مدقق آليًا,6,4,"اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 20010 2002033J00 TUBE ASSY-EXHAUST,FRONT TUBE ﻣﺠﻤﻮﻋﺔEXHAUST,أﻣﺎﻣﻲ 01 (K+HK).TB42S +(W+HW).TB42S +HV.TB42S"
20050-33J00,"Tube Assy-Exhaust,Rear",general,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,"10.1991 - 08.1993 089111081G 089111081G ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 20400 2005033J00 TUBE ASSY-EXHAUST,REAR TUBE ﻣﺠﻤﻮﻋﺔEXHAUST,ﺧﻠﻔﻲ 01 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 20602A 20135B5000 WASHER"
20100-33J00,"Muffler Assy-Exhaust,Main",general,"1991,1992,1993,1994,1995","TB42S,TD42",92,مدقق آليًا بدرجة عالية,10,6,"01 (K+HK+W+HW+HV). (TB42S+TD42) 10.1991 - 08.1993 20100 2010033J00 MUFFLER ASSY-EXHAUST,MAIN MUFFLER ﻣﺠﻤﻮﻋﺔEXHAUST,MAIN 01 (W+HW+HV).TB42S + (W+HW+HV).TD42"
20135-B5000,Washer,general,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,"20400 2005033J00 TUBE ASSY-EXHAUST,REAR TUBE ﻣﺠﻤﻮﻋﺔEXHAUST,ﺧﻠﻔﻲ 01 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 20602A 20135B5000 WASHER واشر 03 (K+HK+W+HW+HV). (TB42S+TD42)"
20136-B5001,Insulator-Exhaust,general,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,MOUNTING RUBBER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 03 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 20646C 20136B5001 INSULATOR-EXHAUST MOUNTING RUBBER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 03 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993
20137-B5001,Insulator-Exhaust,engine,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,20711 2069151E01 GASKET-EXHAUST وﺟﻪ/ﺟﻠﺪةEXHAUST 02 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 20646D 20137B5001 INSULATOR-EXHAUST MOUNTING RUBBER ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 03 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993
20516-06J10,Heat Insulator-Exhaust,general,"1991,1992,1993",,77,مدقق آليًا,6,4,10.1991 - 08.1993 089115401A 089115401A ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 20511 2051606J10 HEAT INSULATOR-EXHAUST TUBE FRONT UPPER HEAT INSULATOR-EXHAUST TUBE أﻣﺎﻣﻲ ﻋﻠﻮي
20565-06J00,"Clamp-Heat Insulator,Front",electrical,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,"20661A 2060606J00 BOLT ﻣﺴﻤﺎر 03 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 20510E 2056506J00 CLAMP-HEAT INSULATOR,FRONT CLAMP-HEAT INSULATOR,أﻣﺎﻣﻲ 01 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993"
20602-41G00,"Nut-Fix,Exhaust Tube",general,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,"03 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 081108302C 081108302C ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 20602 2060241G00 NUT-FIX,EXHAUST TUBE ﺻﺎﻣﻮﻟﺔFIX,EXHAUST TUBE 03 (K+HK+W+HW+HV). (TB42S+TD42)"
20606-06J00,Bolt,electrical,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,"01 (HK+HW+HV).(TB42S+TD42) + (K+W).(TB42S.MT.F5+TD42) 10.1991 - 08.1993 20661A 2060606J00 BOLT ﻣﺴﻤﺎر 03 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 20510E 2056506J00 CLAMP-HEAT INSULATOR,FRONT"
20608-01G00,Bolt,body,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,01 (W+HW+HV).TB42S + (W+HW+HV).TD42 10.1991 - 07.1995 20010A 2060801G00 BOLT ﻣﺴﻤﺎر 01 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 20611 2071206J01 BRACKET-EXHAUST TUBE
20640-34T00,Insulator,general,"1991,1992,1993,1994","TB42S,TD42",82,مدقق آليًا,8,5,اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 20542 2064034T00 INSULATOR ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 (W+HW+HV).TB42S + (W+HW+HV).TD42
20691-51E01,Gasket-Exhaust,engine,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,03 (K+HK+W+HW+HV). (TB42S+TD42) 10.1991 - 08.1993 20711 2069151E01 GASKET-EXHAUST وﺟﻪ/ﺟﻠﺪةEXHAUST 02 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 20646D 20137B5001 INSULATOR-EXHAUST
20692-1E810,Gasket,engine,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,12,4,01 (W+HW+HV).TB42S + (W+HW+HV).TD42 10.1991 - 09.1994 20651G 206921E810 GASKET وﺟﻪ/ﺟﻠﺪة 01 (K+HK+W+HW+HV). (TB42S+TD42)
20712-06J01,Bracket-Exhaust Tube,body,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,20010A 2060801G00 BOLT ﻣﺴﻤﺎر 01 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 20611 2071206J01 BRACKET-EXHAUST TUBE ﺣﺎﻣﻞEXHAUST TUBE 01 (HK+HW+HV).(TB42S+TD42) + (K+W).(TB42S.MT.F5+TD42)
20732-06J00,Bracket-Exhaust Tube,engine,"1991,1992,1993","TB42S,TD42",82,مدقق آليًا,6,4,03 (K+HK+W+HW+HV). (TB42S+TD42) 10.1991 - 08.1993 20612 2073206J00 BRACKET-EXHAUST TUBE ﺣﺎﻣﻞEXHAUST TUBE 01 (K+HK+W+HV).(TB42S+TD42)10.1991 - 08.1993 20712 206921E810 GASKET-CATALYST
21010-03J25,Pump Assy-Water,fuel,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,20,11,"BEARING WIRE-LOCK,ﻣﺎء ﻃﺮﻣﺒﺔ ﺳﺒﺎﻳﻚ/رﻣﺎن 01 TB42S 08.1987 - 10.1991 21010 2101003J25 PUMP ASSY-WATER ﻃﺮﻣﺒﺔ ﻣﺠﻤﻮﻋﺔ-ﻣﺎء 01 TB42S 08.1987 - 07.1997 0812083033 0812083033"
21010-20J25,Pump Assy-Water,fuel,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,0891120610 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 21010 2101020J25 PUMP ASSY-WATER ﻃﺮﻣﺒﺔ ﻣﺠﻤﻮﻋﺔ 01
21012-03J00,Vane-Water Pump,cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,20,11,02 TB42S 08.1987 - 08.1992 089112081A 089112081A ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 21022 2101203J00 VANE-WATER PUMP VANE-ﻣﺎء ﻃﺮﻣﺒﺔ 01 TB42S 08.1987 - 07.1997 21035 2104803J00 BEARING-WATER PUMP
21014-03J00,Seal-Water Pump,cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,20,11,11060G 1407503J00 CONNECTOR ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 TB42S 08.1987 - 07.1997 21026 2101403J00 SEAL-WATER PUMP ﺻﻮﻓﺔ/ﻣﺎﻧﻊ ﺗسرب-ﻣﺎء ﻃﺮﻣﺒﺔ 01 TB42S 08.1987 - 07.1997 089154381A 089154381A
21043-37500,"Wire-Lock,Water Pump",cooling,"1988,1989,1990,1991",TB42S,87,مدقق آليًا بدرجة عالية,8,5,"BEARING WIRE-LOCK,ﻣﺎء ﻃﺮﻣﺒﺔ ﺳﺒﺎﻳﻚ/رﻣﺎن 01 TB42S 08.1987 - 07.1997 21043 2104337500 WIRE-LOCK,WATER PUMP BEARING WIRE-LOCK,ﻣﺎء ﻃﺮﻣﺒﺔ ﺳﺒﺎﻳﻚ/رﻣﺎن 01 TB42S 08.1987 - 10.1991"
21046-03J00,Hub-Water Pump Pulley,cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,20,11,14875 1407503J20 CONNECTOR-BYPASS ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 02 TB42S 08.1987 - 07.1997 21054 2104603J00 HUB-WATER PUMP PULLEY HUB-ﻣﺎء ﻃﺮﻣﺒﺔPULLEY 01 TB42S 08.1987 - 07.1997 14055N 1405503J05 HOSE-WATER
21048-03J00,Bearing-Water Pump,cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,20,11,21022 2101203J00 VANE-WATER PUMP VANE-ﻣﺎء ﻃﺮﻣﺒﺔ 01 TB42S 08.1987 - 07.1997 21035 2104803J00 BEARING-WATER PUMP ﺳﺒﺎﻳﻚ/رﻣﺎن-ﻣﺎء ﻃﺮﻣﺒﺔ 01 TB42S 08.1987 - 07.1997 21069C 0155500391 CLAMP-HOSE
21049-03J00,Seal-O Ring,electrical,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,20,11,21069C 0155500391 CLAMP-HOSE CLAMP-ﻟﻲ 02 TB42S 08.1987 - 02.1996 21010J 2104903J00 SEAL-O RING ﺻﻮﻓﺔ/ﻣﺎﻧﻊ ﺗسربO ﺷﻨﺒﺮ 01 TB42S 08.1987 - 07.1997 14875 1407503J20 CONNECTOR-BYPASS
21051-03J00,Pulley-Fan & Water Pump,cooling,"1988,1989,1990,1991",TB42S,87,مدقق آليًا بدرجة عالية,8,5,اﻟﺘﻄﺒﻴﻖ Specifications اﻟﻤﻮاﺻﻔﺎت 21051 2105103J00 PULLEY-FAN & WATER PUMP PULLEY-FAN & ﻣﺎء ﻃﺮﻣﺒﺔ 01 TB42S 08.1987 - 10.1991 14058M 1405825500 CAP-CONNECTOR
21051-20J00,Pulley-Fan & Water Pump,cooling,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,0822661410 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 21051 2105120J00 PULLEY-FAN & WATER PUMP ﻃﺮﻣﺒﺔ 01
21060-03J00,Fan-Cooling,cooling,"1988,1989,1990,1991",TB42S,87,مدقق آليًا بدرجة عالية,8,5,21082 2108203J01 COUPLING ASSY-FAN COUPLING ﻣﺠﻤﻮﻋﺔFAN 01 TB42S ATUGI 21060 2106003J00 FAN-COOLING ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 TB42S 08.1987 - 10.1991 11060G 1407503J00 CONNECTOR
21060-36J00,Fan-Cooling,cooling,"1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,14,8,21082 2108203J01 COUPLING ASSY-FAN COUPLING ﻣﺠﻤﻮﻋﺔFAN 01 TB42S ATUGI 21060 2106036J00 FAN-COOLING ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 01 TB42S 10.1991 - ... 21060 2106003J00 FAN-COOLING
21060-42L00,Fan-Cooling,cooling,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S 09.1988 - ... 21060 2106042L00 FAN-COOLING ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 01
21082-03J01,Coupling Assy-Fan,cooling,"1988,1989,1990,1991",TB42S,87,مدقق آليًا بدرجة عالية,8,5,01 TB42S 08.1987 - 07.1997 0822382810 0822382810 ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 21082 2108203J01 COUPLING ASSY-FAN COUPLING ﻣﺠﻤﻮﻋﺔFAN 01 TB42S ATUGI 21060 2106003J00 FAN-COOLING
21082-36J00,Coupling Assy-Fan,cooling,"1991,1992,1993",TB42S,82,مدقق آليًا,6,4,01 TB42S 08.1987 - 07.1997 0822382810 0822382810 ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 21082 2108236J00 COUPLING ASSY-FAN COUPLING ﻣﺠﻤﻮﻋﺔFAN 01 TB42S ATUGI 21082 2108203J01 COUPLING ASSY-FAN
21082-42L04,Coupling Assy-Fan,cooling,"1988,1989,1990,1991",,75,مدقق آليًا,4,4,0812083033 ﻳﺘﻄﻠﺐ ﺍﻟﺘﺤﻘﻖ 21082 2108242L04 COUPLING ASSY-FAN FAN 01
21082-42L10,Coupling Assy-Fan,cooling,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S SELECT USE ATSUGI | 09.1988 - 08.1993 21082 2108242L10 COUPLING ASSY-FAN FAN 01
21099-03J00,"Wire-Lock,Water Pump",cooling,"1988,1989,1990,1991,1992,1993,1994,1995,1996,1997",TB42S,100,مدقق آليًا بدرجة عالية,20,11,"01 TB42S 08.1987 - 01.1996 0831061462 0831061462 ﺗﺮﺟﻤﺔ ﻓﻨﻴﺔ ﻣﻄﻠﻮﺑﺔ 21043 2109903J00 WIRE-LOCK,WATER PUMP BEARING WIRE-LOCK,ﻣﺎء ﻃﺮﻣﺒﺔ ﺳﺒﺎﻳﻚ/رﻣﺎن 01 TB42S 08.1987 - 07.1997"
21200-03J00,Thermostat Assy,engine,"1988,1989,1990,1991",TB42S,87,مدقق آليًا بدرجة عالية,8,5,11062 1106203J00 GASKET-WATER OUTLET وﺟﻪ/ﺟﻠﺪة-ﻣﺎءOUTLET 01 TB42S 08.1987 - 07.1997 21200 2120003J00 THERMOSTAT ASSY THERMOSTAT ﻣﺠﻤﻮﻋﺔ 01 (K+HK+W+HW+T).ME.TB42S76.5C 14875P 1407503J05 CONNECTOR-WATER
21200-42L00,Thermostat Assy,cooling,"1988,1989,1990,1991",RB30S,85,مدقق آليًا بدرجة عالية,4,4,RB30S 09.1988 - 08.1993 21200 2120042L00 THERMOSTAT ASSY ﻣﺠﻤﻮﻋﺔ 01
